idx,abstract,true_domain,predicted_domain,true_area,predicted_area
52,Introduction: The recent approval of adalimumab (trade name Humira. Abbvie inc.) by the FDA for the treatment of noninfectious intermediate. posterior and panuveitis marks the first on label' non-corticosteroid drug available to ophthalmologists. Immunomodulatory (IMT) and biologic agents have long been shown to be effective in inducing remission of chronic uveitis but have remained as orphan drugs due to lack of financial incentive and perceived need. Areas covered: Here we provide detail into the background and use of adalimumab for uveitic patients. Topics include pharmacology. therapeutic indications and usage. dosage. drug safety. physician monitoring. side effects and adverse events. Expert opinion: We see the approval of adalimumab for uveitis as an important milestone improving upon the accepted standards of care for patients with this severe. sight threatening disease. We implore medical professionals to consider the use of IMT and biologic treatments for patients with recurrent non-infectious uveitis. referring to ocular immunology and uveitis specialists when necessary....,biochemistry,Medical,Immunology,Rheumatoid Arthritis
53,Aims: Trophoblast fusion in the placenta is prerequisite to successful pregnancy and the pathological conditions related to it. The presence of syncytin-1. is not sufficient to explain the complete event and ADAM12 is a major co-player candidate. Via differential splicing. the ADAM12 gene produces a short and a long form. being the ADAM12-S and the ADAM12-L respectively. Methods and results: We investigated the localisation of both variants in the human placenta using whole mount in situ hybridisation. immunohistochemistry and Northern blotting in 1st (n = 8) and 3rd (n = 8) trimester placentae and in the case of NB in several cell lines. In Northern blotting. 1st and 3rd trimester placentae were positive for the ADAM12-S and Bewo. 293HEK. JAR. leucocytes. macrophages. 1st and 3rd trimester placentae were positive for ADAM12-L. In whole mount in situ hybridisation. the 1st and 3rd trimester placental syncytium was positive for both variants. In immunohistochemistry. ADAM12-L localised in the cytotrophoblast of both 1st and 3rd trimester placentae. while ADAM12-S localised in the complete syncytium. often including the cytotrophoblast. Conclusion: The different localisation of ADAM12-S and ADAM12-L indicates a possible different role making ADAM12-L a candidate for the fusion event. while the syncytial localisation of the ADAM12-S makes it a candidate for cell-cell and cell-matrix interactions between the placental syncytium and the maternal interface. (C) 2011 Elsevier GmbH. All rights reserved....,biochemistry,Medical,Northern blotting,Myelofibrosis
54,This paper proposes an adaptive controller with an improved high-frequency injection method for sensorless synchronous reluctance drive systems. A mathematical model is presented to show that the use of a high-frequency injection method that takes into account the effects of unequal mutual-inductances and the influence of speed reduces the rotor position estimation error. The adaptive speed control algorithm offers improved transient performance in comparison to typical proportional-integral (PI) controllers that are employed in sensorless drive systems. To demonstrate the viability. the proposed adaptive controller and the modified high-frequency injection method are implemented using a TMS-320F-28335A digital signal processor to control a 500 W prototype synchronous reluctance motor drive. Experimental results are presented to show that the transient. load disturbance. and tracking responses of the proposed drive system are superior in comparison to a drive that uses a PI controller. Both experimental and theoretical analyses clearly indicate that the proposed high-frequency injection method with an adaptive speed-loop controller offers improved performance in adjustable speed synchronous reluctance drive systems....,ECE,ECE,Digital control,Digital control
55,In this paper. a current sensorless adaptive secondary-side control is proposed for the series resonant converter (SRC). making it a good candidate for MHz 48 voltage regulators. By means of varying ac equivalent resistance. the output voltage regulation is achieved by controlling the duty cycle of the synchronous MOSFET. By taking advantage of the secondary-side control. SRCs can operate under zero-voltage switching at any input voltage and load conditions. A current sensorless adaptive digital control is proposed to control the current-type synchronous MOSFETs. which automatically compensates the delay caused by the current-sensor circuit and the gate driver. and also eliminates the current sensor in the power path. A hybrid control strategy is introduced to overcome the efficiency degradation caused by the secondary-side control....,ECE,ECE,Digital control,Digital control
56,A recursive smoothing filter employing a bank of fading-memory polynomial sub-filters is presented. Variance estimates are used to mix the outputs of the sub-filters. imparting variable gain and phase characteristics that permit it to automatically adapt to signal parameter changes. The proposed adaptive technique does not involve the estimation of plant parameters; therefore. it may be used in both open-loop and closed-loop configurations. In open-loop estimation problems. variable gain/bandwidth allows it to reduce the impact of random errors caused by sensor noise and the impact of bias errors caused by model mismatch during ` maneuvers'. In feedback control problems. variable phase/delay allows it to act as a lag filter for an improved steady-state response (i.e. greater noise attenuation) and act as a lead filter. or a proportionalderivative controller. for an improved transient response (i.e. increased closed-loop damping) for input discontinuities. Copyright (C) 2015 John Wiley & Sons. Ltd....,ECE,ECE,Digital control,PID controller
57,In this paper. a novel mixed iterative adaptive dynamic programming (ADP) algorithm is developed to solve the optimal battery energy management and control problem in smart residential microgrid systems. Based on the data of the load and electricity rate. two iterations are constructed. which are P-iteration and V-iteration. respectively. The V-iteration is implemented based on value iteration. which aims to obtain the iterative control law sequence in each period. The P-iteration is implemented based on policy iteration. which updates the iterative value function according to the iterative control law sequence. Properties of the developed mixed iterative ADP algorithm are analyzed. It is shown that the iterative value function is monotonically nonincreasing and converges to the solution of the Bellman equation. In each iteration. it is proven that the performance index function is finite under the iterative control law sequence. Finally. numerical results and comparisons are given to illustrate the performance of the developed algorithm....,ECE,ECE,Electricity,Electricity
58,This paper proposes a dimmable energy-efficient light-emitting diode (LED) driver for applications in interior lighting. High efficiency is achieved by an adaptive voltage regulation. which minimizes power losses in the linear current regulator. A digital control mechanism employing a resistive digital-to-analog converter for feeding the analog feedback input of a dc-dc converter is introduced. It is shown that the digital control methodology gives maximum design flexibility and enhances control over regulation speed and stability. In an experimental setup. the proposed concept is verified and evaluated. Operating at an input voltage of 24 V. the LED driver provides a relatively wide output voltage range of 3.5-38 V. Output current is regulated to 700 mA with a steady-state precision of more than 98.8%. whereas pulsewidth modulation dimming with a frequency of 1 kHz and shortest on-time of 4 mu s is employed. A peak efficiency of the complete system of 93.9% is achieved....,ECE,ECE,Digital control,Digital control
59,Environmental governance systems are under greater pressure to adapt and to cope with increased social and ecological uncertainty from stressors like climate change. We review principles of social cognition and decision making that shape and constrain how environmental governance systems adapt. We focus primarily on the interplay between key decision makers in society and legal systems. We argue that adaptive governance must overcome three cooperative dilemmas to facilitate adaptation: (1) encouraging collaborative problem solving. (2) garnering social acceptance and commitment. and (3) cultivating a culture of trust and tolerance for change and uncertainty. However. to do so governance systems must cope with biases in people's decision making that cloud their judgment and create conflict. These systems must also satisfy people's fundamental needs for self-determination. fairness. and security. ensuring that changes to environmental governance are perceived as legitimate. trustworthy. and acceptable. We discuss the implications of these principles for common governance solutions (e.g.. public participation. enforcement) and conclude with methodological recommendations. We outline how scholars can investigate the social cognitive principles involved in cases of adaptive governance....,Psychology,Psychology,Social cognition,Social cognition
60,Adjuvants are substances added to vaccines to improve their immunogenicity. Used for more than 80years. aluminum. the first adjuvant in human vaccines. proved insufficient to develop vaccines that could protect against new challenging pathogens such as HIV and malaria. New adjuvants and new combinations of adjuvants (Adjuvant Systems) have opened the door to the delivery of improved and new vaccines against re-emerging and difficult pathogens. Adjuvant Systems concept started through serendipity. The access to new developments in technology. microbiology and immunology have been instrumental for the dicephering of what they do and how they do it. This knowledge opens the door to more rational vaccine design with implications for developing new and better vaccines....,biochemistry,Medical,Immunology,HIV/AIDS
61,In recent years. immunotherapy has gained renewed interest as an alternative therapeutic approach for solid tumors. Its premise is based on harnessing the power of the host immune system to destroy tumor cells. Development of immune-mediated therapies. such as vaccines. adoptive transfer of autologous immune cells. and stimulation of host immunity by targeting tumor-evasive mechanisms have advanced cancer immunotherapy. In addition. studies on innate immunity and mechanisms of immune evasion have enhanced our understanding on the immunology of liver cancer. Preclinical and clinical studies with immune-mediated therapies have shown potential benefits in patients with liver cancer. In this review. we summarize current knowledge and recent developments in tumor immunology by focusing on two main primary liver cancers: hepatocellular carcinoma and cholangiocarcinoma....,biochemistry,Medical,Immunology,Cancer
62,Matrix metalloproteinases (MMPs) and tissue inhibitors of metalloproteinases (TIMPs) are thought to be predominant proteases and protease inhibitors involved in the pathogenesis of inflammatory bowel diseases (IBD) through their ability to remodel the extracellular matrix (ECM) in response to inflammatory stimuli and by their immunomodulating effects. An imbalance between MMPs and TIMPs has been linked with acute and chronic inflammation and aberrant tissue remodeling. as seen in IBD. Moreover. recurrent phases of tissue destruction and subsequent tissue repair can cause serious complications in IBD patients such as fistulas and fibrosis. The aims of this review are (i) to summarize current literature on genetic association. mRNA. and protein expression studies with regard to MMPs and TIMPs in IBD patients and various animal models. including those with transgenic and knockout mice; (ii) to compare biochemical and molecular biological data in humans with those obtained in animal model studies and (iii) to critically evaluate and translate how this knowledge may be used in practical terms to understand better the pathophysiology and mechanisms operating in IBD and to apply this for improvement of clinical outcomes at diagnostic. prognostic and therapeutic levels....,biochemistry,Medical,Molecular biology,Irritable Bowel Syndrome
63,CRISPR-Cas are self-/nonself-discriminating systems found in prokaryotic cells. They represent a remarkable example of molecular memory that is hereditarily transmitted. Their discovery can be considered as one of the first fruits of the systematic exploration of prokaryotic genomes. Although this genomic feature was serendipitously discovered in molecular biology studies. it was the availability of multiple complete genomes that shed light about their role as a genetic immune system. Here we tell the story of how this discovery originated and was slowly and painstakingly advanced to the point of understating the biological role of what initially was just an odd genomic feature....,biochemistry,biochemistry,Molecular biology,Genetics
64,In this chapter has been proposed a robust sensorless cascade control scheme for a Permanent Magnet Synchronous Motor (PMSM) drive. A Discrete Time Variable Structure Control (DTVSC) is considered and the rotor position and speed are obtained through an Adaptive Extended Kalman Filter (AEKF). The performance of the filter is improved by an on line adjustment of the input and measurement noise covariances obtained by a suitably defined estimation algorithm. The proposed solution is experimentally tested on a commercial PMSM drive equipped with a control system based on a floating point Digital Signal Processor (DSP)....,ECE,ECE,Digital control,Digital control
65,This paper presents a power system harmonic elimination using the mixed adaptive linear neural network and variable step-size leaky least mean square (ADALINE-VSSLLMS) control algorithm based active power filter (APF). The weight vector of ADALINE along with the variable step-size parameter and leakage coefficient of the VSSLLMS algorithm are automatically adjusted to eliminate harmonics from the distorted load current. For all iteration. the VSSLLMS algorithm selects a new rate of convergence for searching and runs the computations. The adopted shunt-hybrid APF (SHAPF) consists of an APF and a series of 7th tuned passive filter connected to each phase. The performance of the proposed ADALINE-VSSLLMS control algorithm employed for SHAPF is analyzed through a simulation in a MATLAB/Simulink environment. Experimental results of a real-time prototype validate the efficacy of the proposed control algorithm....,ECE,ECE,Digital control,Single-phase electric power
66,The proposed frequency-locked loop (FLL) utilizes the flat frequency response characteristics of the moving window filter (MWF) in closed-loop and adaptive sampling pulse adjustment for capacitance measurement. An operational amplifier (op-amp) based relaxation oscillator generates a square wave whose fundamental sine wave is extracted by MWF. Then. the fundamental sine wave is tracked by the FLL to estimate its frequency which is inversely proportional to the unknown capacitance. The FLL employs another MWF to track the center frequency and its variation due to capacitance. The MWF offers an almost flat frequency response around the center frequency in closed-loop. However. the small magnitude and phase errors observed in the flat frequency response had been corrected by adjusting the sampling pulses adaptively. Experimental investigation demonstrates the capabilities of the scheme for wider and accurate capacitance measurement....,ECE,ECE,Operational amplifier,Analog signal processing
67,The proof of principle of an acquisition system of +/-50ppm repeatability. 10 V range. real-time delay less than 1.2 its is presented. The system will be integrated into the digital control loop of a high -voltage modulator under design at ETH Zurich and University of Laval for the new particle accelerator under study at CERN. the Compact LInear Collider (CLIC). Initial specifications are presented and translated into system requirements. Main design choices are discussed and Pspice simulation results are reported to prove that the proposed system meets the demanding requirements....,ECE,ECE,Digital control,Digital control
68,In comparison with conventional operational amplifier. ring amplifier can achieve better power efficiency for switched capacitor circuits. However. the cascade-inverter architecture of ring amplifier may suffer from undesirable oscillation which has a great impact on transient stability. This paper presents a latched-based ring amplifier which is capable of decreasing the probability of oscillation. Besides. two auto-zero schemes are employed in different pipelined stages to reduce the common-mode voltage offset and to increase the stability. The prototype ADC was fabricated in a 90-nm CMOS technology. The measured SNDR and SFDR are 52.06 dB and 63.15 dB. respectively. for a Nyquist frequency input sampled at 35 MS/s. and the ADC consumes 3.65 mW....,ECE,ECE,Operational amplifier,Analog signal processing
69,Background/Aims: The organization of actin cytoskeleton in podocyte foot processes plays a critical role in the maintenance of the glomerular filtration barrier. The cAMP pathway is an important regulator of the actin network assembly in cells. However. the role of the cAMP pathway in podocytes is not well understood. Type 1 adenylate cyclase (Adcy1). previously thought to be specific for neuronal tissue. is a member of the family of enzymes that catalyses the formation of cAMP. In this study. we characterized the expression and role of Adcy1 in the kidney. Methods: Expression of Adcy1 was studied by RT-PCR. Northern blotting and in situ hybridization. The role of Adcy1 in podocytes was investigated by analyzing Adcy1 knockout mice (Adcy1-/-). Results and Conclusion: Adcy1 is expressed in the kidney specifically by podocytes. In the kidney. Adcy1 does not have a critical role in normal physiological functioning as kidney histology and function are normal in Adcy1-/-mice. However. albumin overload resulted in severe albuminuria in Adcy1-/-mice. whereas wild-type control mice showed only mild albumin leakage to urine. In conclusion. we have identified Adcy1 as a novel podocyte signaling protein that seems to have a role in compensatory physiological processes in the glomerulus. Copyright (C) 2010 S. Karger AG. Basel...,biochemistry,biochemistry,Northern blotting,Enzymology
70,The endogenous oxytocin system plays a vital role in facilitating parturition. lactation and social interaction in humans and other mammals. It also impacts on a number of important endocrine. immune and neurotransmitter systems. A well-regulated oxytocin system has been proposed to increase resilience. and therefore reduce the likelihood of an individual developing mental illness or substance dependence. This review discusses the adverse external influences that can modulate oxytocin receptor and protein levels and impact on substance use and mental health. The paper highlights the impact of adversity such as poor maternal care. parental substance use and child abuse or neglect. We review clinical and preclinical data on the impact of adversity on the basis of the time of exposure from infancy and early childhood. to adolescence. adulthood to older age. Previous research suggests that dysregulation of the endogenous oxytocin system may be implicated in determining susceptibility to stress. anxiety. addiction and mental health conditions. The impact of external influence seems to be strongest in specific time periods where the system shows experience-based development or natural fluctuations in oxytocin levels. Interventions that target the oxytocin system during or soon after exposure to adversity may prove protective. Copyright (C) 2016 Wolters Kluwer Health. Inc. All rights reserved....,Psychology,Psychology,Child abuse,Prosocial behavior
71,Background and aims Deficits in social cognitive abilities including emotion recognition and theory of mind (ToM) can play a significant role in interpersonal difficulties observed in alcohol use disorder (AUD). This meta-analysis aims to estimate mean effect sizes of deficits in social cognition inAUD and examines the effects of demographic and clinical confounding factors on the variability of effect sizes across studies. Methods A literature review was conducted on research reports published from January 1990 to January 2016. Twenty-five studies investigating ToM and facial emotion recognition performances of 756 individuals with AUD and 681 healthy controls were selected after applying inclusion and exclusion criteria. Weighted effect sizes (d) were calculated for ToM. decoding and reasoning aspects of ToM. total facial emotion recognition and recognition of each of six basic emotions. Results Facial emotion recognition was significantly impaired [d=0.65.95% confidence interval (CI)=0.42-0.89]. particularly for disgust and anger. AUDwas also associated with deficits in ToM (d=0.58. 95% CI=0.36-0.81). These deficits were evident in tasks measuring both decoding (d=0.46. 95% CI=0.19-0.73) and reasoning (d=0.72. 95% CI=0.37-1.06) aspects of ToM. The longer duration of alcohol misuse and more depressive symptoms were associated with more severe deficits in recognition of facial emotions. Conclusions Alcohol use disorder appears to be associated with significant impairment in facial emotion recognition and theory of mind....,Psychology,Psychology,Social cognition,Social cognition
72,Aims To investigate whether: (1) childmaltreatment is associated with life-time cannabis use. early-onset cannabis use. daily cannabis use and DSM-IV cannabis abuse in young adulthood; and (2) behaviour problems. tobacco use and alcohol use at age 14 are associated with cannabis use. Design Birth cohort using linked government agency child protection data to define exposure to child maltreatment. Setting The Mater-University of Queensland Study of Pregnancy in Brisbane. Australia. Participants Of the original cohort of 7223 mother and child pairs. obtained from consecutive presentations for prenatal care at a hospital serving a cross-section of the community. 3778 (52.3%) of the young people participated at age 21 years. Measurements Exposure to child maltreatment was established by substantiated government agency reports. Cannabis outcomes were by self-report questionnaire and Composite International Diagnostic Interview (CIDI)-Auto at age 21. Associations were adjusted for a range of potential confounders. Additional adjustment was carried out for variables measured at age 14-youth behaviour problems [Achenbach Child Behavior Checklist (CBCL)]. tobacco use and alcohol use. Findings After adjustment. substantiated child maltreatment was associated with any life-time cannabis use [odds ratio (OR) = 1.60. 95% confidence interval (CI) = 1.08-2.39]. cannabis use prior to age 17 (OR = 2.47. 95 % CI = 1.67-3.65). daily cannabis use (OR = 2.68. 95% CI = 1.49-4.81) and DSM-IV cannabis abuse/dependence (OR = 1.72. 95% CI = 1.07-2.77). Externalizing behaviour and tobacco and alcohol use at age 14 were associated significantly with almost all cannabis outcomes (P < 0.05). with internalizing behaviour associated inversely (P < 0.05). Conclusions Children in Australia who are documented as having been maltreated are more likely to go on to use cannabis before the age of 17. use cannabis as an adult. use cannabis daily and meet DSM-IV criteria for cannabis dependence. Externalizing behaviour in adolescence appears partly to mediate the association with adult cannabis use....,Psychology,Psychology,Child abuse,Child abuse
73,The purpose of this project was to examine the emotional health and wellbeing of Canadian caregivers of persons with significant mental health or addictions problems. We assessed the emotional health of caregivers by care-receiver condition type (i.e. mental health or addictions vs. physical or other health problems). levels of caregiver stress and methods particularly for reducing stress among caregivers of persons with mental health or addictions disorders. Weighted cross-sectional data from the 2012 General Social Survey (Caregiving and Care Receiving) were modelled using weighted descriptive and logistic regression analyses to examine levels of stress and the emotional health and well-being of caregivers by care-receiver condition type. Caregivers of persons with mental health or addictions problems were more likely to report that caregiving was very stressful and that they felt depressed. tired. worried or anxious. overwhelmed; lonely or isolated; short-tempered or irritable; and resentful because of their caregiving responsibilities. The results of this study suggest that mental health and addictions caregivers may experience disparate stressors and require varying services and supports relative to caregivers of persons with physical or other health conditions....,Psychology,Psychology,Depression,Depression
74,Defined as sexually explicit material that elicits erotic thoughts. feelings. and behaviours. internet pornography is a prevalent form of media that may facilitate problematic use and craving for engagement. Research suggests that superordinate cognitions and information processing. such as desire thinking and metacognition. are central to the activation and escalation of craving in addictive behaviours. The current study aimed to contribute to the literature by testing the proposed metacognitive model of desire thinking and craving in a sample of problematic pornography users. while revising the model by incorporating negative affect. From a theoretical perspective. environmental cues trigger positive metacognitions about desire thinking that directly influence desire thinking. resulting in the escalation of craving. negative metacognitions. and negative affect. Participants were recruited via an online survey and screened for problematic internet pornography use. Path analyses were used to investigate relationships among the aforementioned constructs in a final sample of 191 participants. Consistent with previous research. results of this study validated the existence of metacognitive processes in the activation of desire thinking and escalation of craving. while indicating that desire thinking has the potential to influence negative affect. Additionally. results supported the role of significant indirect relationships between constructs within the revised model of metacognition. desire thinking. and psychopathology. Collectively. the findings demonstrate the clinical value of a metacognitive conceptualisation of problematic pornography use. Exploring the metacognitive mechanisms that underpin problematic internet pornography use may give rise to the development of new treatment and relapse prevention strategies. (C) 2017 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Depression,Social cognition
75,In many low-to-mid power applications. critical mode boost power factor corrector converters are widely used because of its low switching loss and simple control. However. near the zero crossing of the input line voltage. an input current distortion and a low power factor are caused by delayed switching period and negative input currents. Generally. an additional on-time method according to the input voltage is used to compensate the input current distortion. However. a detailed quantitative analysis for the exact additional on time has not been studied till now. In this paper. the explicit form of the optimized additional on time has been obtained using a quantitative analysis and the advantage of the digital control. From a state trajectory and "net input charge" analysis. it is shown that the optimized on time should be related to not only the input voltage. but also the output power. Also. in order to improve the efficiency in a high input and light load condition. circulating currents are reduced in the inevitable dead angle with a gate turning-off technique. By using digital control. the optimized additional on time and the gate turn-off technique have been implemented with the 90-230 V-rms input and 380 V/200 W output prototype....,ECE,ECE,Digital control,Digital control
76,For Siewert type II adenocarcinoma of the esophagogastric junction (AEJ). the optimal surgical approach and extent of lymph nodes dissection remain controversial. Immunohistochemistry (IHC) has been reported to be available for identifying lymph node micrometastasis (LNMM) in patients with AEJ. This was a prospective case series of patients who underwent R0 resection and lower mediastinal lymphadenectomy from January 2010 to June 2015 in Fujian Medical University Union Hospital for Siewert type II AEJ. The outcomes were analyzed retrospectively. A total of 1325 lymph nodes were collected from 49 patients. grouped into 3 groups: lower mediastinal. paracardial. and abdominal. The former 2 groups were examined by monoclonal antibodies against Ber-Ep4 and CD44v6. The incidence of LNMM in mediastinal group was 37% (18/49) for Ber-Ep4 and 33% (16/49) for CD44v6. While in routine histological diagnosis. the number of patients with the positive lymph nodes was 7 (14%). When combining IHC with histopathology (HE) staining. the incidence of positive mediastinal lymph nodes was increased to 24%. with a total number of 37 lymph nodes from 28 patients (57%). Micrometastases indicated by Ber-Ep4 and CD44v6 were associated with the depth of tumor invasion (P=0.020 and 0.037. respectively). histopathological nodal status (P=0.024 and 0.01. respectively). and Lauren classification (P=0.038 and. respectively). Expression of CD44v6 and Ber-Ep4 was positively correlated (r=0.643. P<0.001). The 3- and 5-year survival rates for all patients were 66% and 50%. respectively. The patients with LNMM had a lower 3-year survival rate of 51%. compared to 80% from no LNMM group; 5-year survival rate was also lower in LNMM group. which is 29% versus 68% (P=0.006) in the no LNMM group. Patients with positive Ber-Ep4 cells had a lower survival. but not statistically significant (P=0.058). CD44v6-positive group had a significantly reduced survival (P<0.001). In patients group with negative lower mediastinal lymph nodes. patients without LNMM obtained a significant survival benefit (P=0.021). Our study demonstrated that routine test for LNMM is necessary for patients with negative lymph nodes. As a positive prognostic factor. thorough lower mediastinal lymphadenectomy in an invasive approach should be considered when necessary. Ber-Ep4 and CD44v6 were shown to be great markers for detecting LNMM....,biochemistry,Medical,Polymerase chain reaction,Cancer
77,Aims: Human papillomavirus (HPV) is known as causative for squamous cell carcinoma (SCC) of the oropharynx. but is also found not infrequently in carcinomas of the sinonasal tract. Recently. a subset of these carcinomas was recognized to harbour HPV33 and have a significant morphological overlap with adenoid cystic carcinoma (ACC). a rare and aggressive carcinoma originating in the minor salivary glands. Termed 'HPV-related carcinoma with ACC-like features'. only nine cases have been reported. To clarify the occurrence of these tumours we screened a large material for the presence of HPV-related ACC-like carcinoma. The identified tumours were characterized immunohistochemically and with fluorescence in-situ hybridization. and clinicopathological information for all cases is presented. Methods and results: Forty-seven candidate cases were screened for presence of HPV. Six cases were identified and genotyped as HPV types 33. 35. and 56. All six cases had areas of dysplastic mucosal lining and showed remarkable heterogeneous morphologies. MYB. MYBL1. and NFIB genes were intact and. interestingly. staining for MYB protein was largely negative in contrast to what was found in ACC. One patient experienced a local recurrence 11 years after initial treatment and the remaining five patients were alive without evidence of disease. Conclusion: We report six new cases of HPV-related ACC-like carcinoma and found that. although in a small material. the prognosis for these patients seems more favourable than for ACC. For the distinction between ACC and HPV-related ACC-like carcinoma. p16. MYB immunohistochemistry or investigation of MYB. MYBL1 and NFIB gene status are valuable....,biochemistry,Medical,Polymerase chain reaction,Cancer
78,The aim of the present study was to investigate the role of chemokine (C-X-C motif) ligand 12 (CXCL12) and its receptor. chemokine (C-X-C motif) receptor 4 (CXCR4) in the pathogenesis of adenomyosis (AD). Immunohistochemistry and reverse transcription-quantitative polymerase chain reaction analysis were used to measure the protein and mRNA expression of CXCL12 and CXCR4 in eutopic endometrial and ectopic foci tissue samples. Samples from a total of 36 patients with AD (study group) were compared with endometrial tissue samples from 33 patients who underwent uterine fibroids surgery (control group) during the same period. All data are presented as the mean +/- standard deviation and were analyzed with SPSS software (version 16.0). Analysis of variance was used for between group analysis and pairwise comparison was performed using Fisher's least significant difference post hoc test. The results of the present study revealed that CXCL12 and CXCR4 protein expression was significantly increased in ectopic foci tissue compared with eutopic endometrial tissue samples from patients with AD. CXCL12 and CXCR4 protein expression in ectopic foci and eutopic endometrial tissue samples were significantly increased compared with the control group (P< 0.05 for between group comparisons). No significant differences were identified in CXCL12 and CXCR4 protein expression between the proliferative and secretory phases within each group. Furthermore. CXCL12 and CXCR4 mRNA expression was significantly increased in ectopic foci tissue and eutopic endometrial tissue compared with the control group (P< 0.05 for between group comparisons). CXCL12 mRNA expression was markedly increased in ectopic foci tissue compared with eutopic endometrial tissue of patients with AD. The expression of CXCR4 mRNA was significantly increased in eutopic endometrial tissue compared with ectopic foci tissue and the control group (P< 0.05 for between group comparisons). No significant differences were identified in CXCL12 and CXCR4 mRNA expression between proliferative and secretory phase within each group. In conclusion. CXCL12 and CXCR4 may induce the ectopia. and promote the spread and localized growth of endometrial cells in the development of AD....,biochemistry,Medical,Polymerase chain reaction,Alzheimer's Disease
79,Objective: We investigated the expression and potential roles of interleukin (IL)-2. IL-4. IL-6. IL-10. IL-17A. IL-37. Interferon (IFN)-gamma. and Tumor Necrosis Factor (TNF) in patients with adenomyosis. Materials and methods: This prospective study examined 16 women with histologically proven adenomyosis and 52 women without adenomyosis. all of whom were undergoing a hysterectomy for non-endometrial pathology at the Department of Gynaecology. the First Hospital of Jilin University. Changchun. China. from December 2011 to September 2012. Serum samples were collected from the patients. and the concentrations of serum IL-2. IL-4. IL-6. IL-10. IL-17A. IL-37. IFN-gamma. and TNF were measured by Enzyme-Linked Immunosorbent Assay (ELISA). We then calculated specificity and sensitivity of cytokines. taking Cancer Antigen (CA) 125 as a reference. distinguishing cases from controls by receiver operating characteristic (ROC) curve. The correlation between individual cytokines and CA 125 was also analysed. Results: IL-37 was detectable in 69.2% and the other cytokines in 30.8% of sera samples from the 52 controls. All the eight cytokines were detectable in the sera samples from 16 patients with adenomyosis. Significantly higher levels of serum IL-37 and IL-10 and significantly lower levels of serum IL-17A and TNF were detected in adenomyosis patients when compared with controls (p< 0.05). Conclusions: Serum levels of IL-10. IL-17A. IL-37. and TNF varied significantly between cases and controls. and could be involved in the pathogenesis of adenomyosis....,biochemistry,Medical,Immunology,Menopause
80,Objectives: Inflammatory response and cytokine activation are markedly stimulated in skeletal muscle during various conditions. Interleukin-6 (IL-6). a pro-inflammatory cytokine. has pleiotropic effects on skeletal muscle. Adenosine. released by all cell types. binds to a class of G protein-coupled receptors to induce various skeletal muscle effects. The aim of this work was to investigate whether activation of adenosine receptors. particularly adenosine A2B receptors. could stimulate IL-6 gene expression in rat L6 skeletal muscle cells. Materials and Methods: The rat L6 skeletal muscle cells were cultured in 25 cm2 flasks. These differentiated cells were treated and then quantitative reverse transcription-polymerase chain reaction (Probe-based) was used to analyze IL-6 gene expression level among different treatment conditions. Results: Adenosine-5'-N-ethyluronamide (NECA). a stable adenosine analogue. concentration-and time-dependently stimulates IL-6 gene expression in skeletal muscle cells. The effect of NECA is inhibited by a selective adenosine A2B receptor antagonist. PSB 603. By using cyclic adenosine monophosphate (cAMP)-arising reagent forskolin. cAMP is found to be involved in the up-regulation of IL-6 induction. Conclusion: Here. a novel relationship between adenosine and IL-6 up-regulation has been demonstrated for the first time; IL-6 up-regulation induced by NECA is mediated by adenosine A2B receptor activation in skeletal muscle and is dependent on mainly a cAMP pathway. Adenosine A2B receptors are. thus. potentially important pharmacological targets in treating inflammation and related diseases in skeletal muscle tissues....,biochemistry,Medical,Polymerase chain reaction,Ankylosing Spondylitis
81,Adenosine triphosphate- binding cassette proteins constitute a large family of active transporters through extracellular and intracellular membranes. Increased drug efflux based on adenosine triphosphate- binding cassette protein activity is related to the development of cancer cell chemoresistance. Several articles have focused on adenosine triphosphate- binding cassette gene expression profiles ( signatures). based on the expression of all 49 human adenosine triphosphate- binding cassette genes. in individual tumor types and reported connections to established clinicopathological features. The aim of this study was to test our theory about the existence of adenosine triphosphate- binding cassette gene expression profiles common to multiple types of tumors. which may modify tumor progression and provide clinically relevant information. Such general adenosine triphosphate- binding cassette profiles could constitute a new attribute of carcinogenesis. Our combined cohort consisted of tissues from 151 cancer patients- breast. colorectal. and pancreatic carcinomas. Standard protocols for RNA isolation and quantitative real- time polymerase chain reaction were followed. Gene expression data from individual tumor types as well as a merged tumor dataset were analyzed by bioinformatics tools. Several general adenosine triphosphate- binding cassette profiles. with differences in gene functions. were established and shown to have significant relations to clinicopathological features such as tumor size. histological grade. or clinical stage. Genes ABCC7. A3. A8. A12. and C8 prevailed among the most upregulated or downregulated ones. In conclusion. the results supported our theory about general adenosine triphosphate- binding cassette gene expression profiles and their importance for cancer on clinical as well as research levels. The presence of ABCC7 ( official symbol CFTR) among the genes with key roles in the profiles supports the emerging evidence about its crucial role in various cancers....,biochemistry,biochemistry,Polymerase chain reaction,Polymerase chain reaction
