idx,abstract,true_domain,predicted_domain,true_area,predicted_area
86,We have reported that orally administrated acetate contributed to suppression of lipogenesis in the liver and to reduction of lipid accumulation in the adipose tissue of Otsuka Long-Evans Tokushima Fatty (OLETF) rats. The aim of this study was to investigate the effect of acetate on skeletal muscle and adipose tissues. Treatment with acetate showed a higher rate of oxygen consumption and a smaller size of lipid droplets in white adipose and brown adipose tissues. An analysis by Northern blotting revealed that the transcripts of myoglobin and Glut4 genes in the abdominal muscle of the OLETF rats were increased by acetate treatment. while the transcripts of lipolytic genes increased in the white adipose and brown adipose tissues. It is possible that acetate has effects on lipid metabolism in the skeletal muscles and the adipose tissues. and has functions that work against obesity and obesity-linked type 2 diabetes....,biochemistry,biochemistry,Northern blotting,Human Metabolism
87,Acetate has been found to have an inhibitory effect on the activity of carbohydrate-responsive element-binding protein (ChREBP) in cultured hepatocytes. this being a transcription factor that regulates several genes required for the conversion of glucose to fatty acids in the liver. The aim of this study was to investigate whether an oral administration of acetate would contribute to reducing lypogenic genes and protecting against obesity. We orally injected 5.2mg/kg BW of acetate to obesity-linked type 2 diabetic Otsuka Long-Evans Tokushima Fatty (OLETF) rats. The treatment with acetate showed a marked reduction in lipid accumulation in the adipose tissue. protection against accumulation of fat in the liver. and improved glucose tolerance. An analysis by Northern blotting revealed that the transcripts of several lipogenic genes in the liver of OLETF rats were decreased by the acetate treatment. On the basis of those results. it was indicated that acetate was a potential compound to improve obesity and obesity-linked type 2 diabetes....,biochemistry,biochemistry,Northern blotting,Human Metabolism
88,Research was carried out for the appraisal of toxic and anti-enzymetic action of acetone extracts of Datura inoxia and Azadirachta indica against Tribolium castaneum. Trogoderma granarium and Sitophilus granarius in the grain research training and storage management cell of department of entomology and in protein molecular biology laboratory (PMBL) department of biochemistry (UAF) during the year 2014. Various dilution levels viz.. 5.0. 10.0. 15.0 and 20.0% of both plants extracts were assessed against test insects. Toxic effect of plant extracts in T. castaneum. T. granarium and S. granarius was observed after an exposure period of 2. 4. 6. 8 and 10 days while inhibition of different enzymes acetylcholinesterase (AChE). a-carboxylesterase (alpha-CE). beta-carboxylesterase (beta-CE). acid phosphatases (ACP) and alkaline phosphatases (ALP) were calculated spectrophotometrically in the survivors of toxicity assay. The results evidenced that both plant extracts had lethal effects against three stored grain insect species. Comparison of means of mortality in T. castaneum. T. granarium and S. granarius proved that A. indica extract was more effective. causing maximum 38.41. 24.35 and 28.56% mortality. respectively. D. inoxia resulted in 15.12. 13.52 and 14.07% maximum mortality in T. castaneum. T. granarium and S. granarius. respectively. The results also revealed significant inhibition of AChE. alpha-CE. beta-CE. ACP and ALP upon exposure to various concentrations of tested plants. Plant extract of A. indica proved more efficient for the inhibition of all test enzymes in three stored grain insect pests. The results suggest the ability of using these plants extracts for wheat flour and grains protection as a safe alternative to insecticides....,biochemistry,biochemistry,Molecular biology,Enzymology
89,Bacterial community analyses of samples from a pilot plant for the treatment of acid mine drainage (AMD) from the lignite-mining district in Lusatia (East Germany) had previously demonstrated the dominance of two groups of acidophilic iron oxidizers: the novel candidate genus "Ferrovum" and a group comprising Gallionella-like strains. Since pure culture had proven difficult. previous studies have used genome analyses of co-cultures consisting of "Ferrovum" and a strain of the heterotrophic acidophile Acidiphilium in order to obtain insight into the life style of these novel bacteria. Here we report on attempts to undertake a similar study on Gallionella-like acidophiles from AMD. Isolates belonging to the family Gallionellaceae are still restricted to the microaerophilic and neutrophilic iron oxidizers Sideroxydans and Gallionella. Availability of genomic or metagenomic sequence data of acidophilic strains of these genera should. therefore. be relevant for defining adaptive strategies in pH homeostasis. This is particularly the case since complete genome sequences of the neutrophilic strains G. capsiferriformans ES-2 and S. lithotrophicus ES-1 permit the direct comparison of the metabolic capacity of neutrophilic and acidophilic members of the same genus and. thus. the detection of biochemical features that are specific to acidophilic strains to support life under acidic conditions. Isolation attempts undertaken in this study resulted in the microaerophilic enrichment culture ADE-12-1 which. based on 16S rRNA gene sequence analysis. consisted of at least three to four distinct Gallionellaceae strains that appear to be closely related to the neutrophilic iron oxidizer S. lithotrophicus ES-1. Key hypotheses inferred from the metabolic reconstruction of the metagenomic sequence data of these acidophilic Sideroxydans strains include the putative role of urea hydrolysis. formate oxidation and cyanophycin decarboxylation in pH homeostasis....,biochemistry,biochemistry,Molecular biology,DNA/RNA sequencing
90,In this study. laccase from Trametes versicolor was immobilized in poly(acrylamide-crotonic acid)/sodium alginate [P(AAm-CrA)/alginate]. poly(acrylamide-crotonic acid)/K-carrageenan [(P(AAm-CrA)/K-car)]. poly(acrylamide-citraconic acid)/sodium alginate (P(AAm-CA)/alginate). and poly(acrylamide-citraconic acid)/K-carrageenan (P(AAm-CA)/K-car) semi-interpenetrating network by entrapment method. Optimum pH and temperatures values were determined between 5.0-6.0 and 40-50 degrees C for free laccase (FL) and immobilized laccases. respectively. After 42 days of storage at 4 degrees C. FL and immobilized laccases retained their original activities in the range of 55%-73%. Percent decolorization of Acid Orange 52 by free enyzme and enyzmes immobilized in hydrogels was found between 63% and 39%. Percent decolorization of Acid Orange 52 in the presence of mediator by free enyzme was found 73% and enyzmes immobilized in hydrogels were found as 73%. (C) 2015 International Union of Biochemistry and Molecular Biology. Inc....,biochemistry,biochemistry,Molecular biology,Enzymology
91,c-Myc overexpression has been implicated in several malignancies including gastric cancer. Here. we report that acidified bile acids enhance tumor progression and telomerase activity in gastric cancer via c-Myc activation both in vivo and in vitro. c-Myc mRNA and protein levels were assessed in ten primary and five local recurrent gastric cancer samples by quantitative real-time polymerase chain reaction and western blotting analysis. The gastric cancer cell line MGC803 was exposed to bile salts (100mol/L glycochenodeoxycholic acid and deoxycholic acid) in anacidmedium (pH 5.5) for 10min daily for 60weeks to develop an MGC803-resistant cell line. Control MGC803 cells were grown without acids or bile salts for 60weeks as a control. Cell morphology. proliferation. colony formation and apoptosis of MGC803-resistant cells were analyzed after 60weeks. To determine the involvement of c-Myc in tumor progression and telomere aging in MGC803-resistant cells. we generated xenografts in nude mice and measured xenograft volume and in vivo telomerase activity. The c-Myc and hTERT protein and mRNA levels were significantly higher in local recurrent gastric cancer samples than in primary gastric cancer samples. MGC803-resistant cells showed a marked phenotypic change under normal growth conditions with more clusters and acini. and exhibited increased cell viability and colony formation and decreased apoptosis in vitro. These phenotypic changes were found to be dependent on c-Myc activation using the c-Myc inhibitor 10058-F4. MGC803-resistant cells also showed a c-Myc-dependent increase in xenograft growth and telomerase activity in vivo. In conclusion. these observations support the hypothesis that acidified bile acids enhance tumor progression and telomerase activity in gastric cancer and that these effects are dependent on c-Myc activity. These findings suggest that acidified bile acids play an important role in the malignant progression of local recurrent gastric cancer....,biochemistry,Medical,Polymerase chain reaction,Cancer
92,Thermoelectric (TE) materials are important for the sustainable development because they enable the direct harvesting of low-quality heat into electricity. Among them. conducting polymers have attracted great attention arising from their advantages. such as flexibility. nontoxicity. easy availability. and intrinsically low thermal conductivity. In this work. a novel and facile method is reported to significantly enhance the TE property of poly(3.4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS) films through sequential post-treatments with common acids and bases. Compared with the as-prepared PEDOT:PSS. both the Seebeck coefficients and electrical conductivities can be remarkably enhanced after the treatments. The oxidation level. which significantly impacts the TE property of the PEDOT:PSS films. can also be well tuned by controlling the experimental conditions during the base treatment. The optimal PEDOT:PSS films can have a Seebeck coefficient of 39.2 mu V K-1 and a conductivity of 2170 S cm(-1) at room temperature. and the corresponding power factor is 334 mu W (m(-1) K-2). The enhancement in the TE properties is attributed to the synergetic effect of high charge mobility by the acid treatment and the optimal oxidation level tuned by the base treatment....,ECE,ECE,Electricity,Electric motor
93,Background: Carbapenem-resistant Acinetobacter baumannii has emerged as an important cause of infection in burn patients. This study aimed to characterize the antimicrobial susceptibility pattern. determine the prevalence of oxacillinase and metallo-beta-lactamase (MBL) genes. and type the A. baumannii isolates obtained from burn patients. Methods: During a 1-year period. a total of 40 nonduplicated isolates of A. baumannii were obtained from burn patients who were hospitalized in the Taleghani Burn Hospital in Ahvaz. in the southwest of Iran. Testing for antimicrobial susceptibility was carried out by disk diffusion and E-test. To screen MBL production. a double disk synergy and MBL E-test were performed. The presence of bla(OXA-23-like). bla(OXA-24-like). bla(OXA-51-like) and bla(OXA-58-like). bla(VIM). bla(IMP) and bla(SPM). and bla(NDM) was sought by polymerase chain reaction (PCR). Repetitive extragenic palindromic sequence-based PCR was carried out for determination of isolates clonality. Results: Overall. 92.5% of isolates were carbapenem-resistant. Polymyxin B. colistin. and ampicillin-sulbactam were the most effective agents in vitro. with a susceptibility rate of 100%. 97.5%. and 72.5%. respectively. According to the double disk synergy and E-test. 55.6% and 97.3% of isolates were MBL producers. respectively. Furthermore. 70% of isolates harbored bla(OXA-23-like) and 20% were positive for bla(OXA-24-like). However. no encoding genes were detected for bla(VIM). bla(IMP) and bla(SPM). bla(NDM). and bla(OXA-58-like). Repetitive extragenic palindromic sequence-based PCR revealed that carbapenem-resistant isolates belonged to four clones. including A. B. C. and D; the predominant clones were B and C. Conclusion: The rate of carbapenem resistance was high. and it appeared that bla(OXA-23-like) and bla(OXA-24-like) contributed to the carbapenem resistance of A. baumannii isolates. This result suggests that the two predominant clones of A. baumannii were spread among burn patients. In order to prevent future dissemination of resistant isolates among burn patients. an effective infection control plan is necessary. Copyright (C) 2017. Published by Elsevier Taiwan LLC....,biochemistry,Medical,Polymerase chain reaction,Fungal Infection
94,The aim of the present study was to investigate the resistance of Acinetobacter baumannii. which was induced by cefepime (FEP). cefoperazone-sulbactam (SCF). tazobactam (TZP). levofloxacin (LEV). amikacin (AK). imipenem (IPM). and ciprofloxacin (CIP). in vitro. Multi-step drug resistance selection of 16 A. baumannii strains was performed using seven antibacterial agents (FEP. TZP. CIP. AK. IPM. SCF. and LEV). The minimum inhibitory concentration (MIC) was determined using the agar dilution method. Random amplified polymorphic DNA polymerase chain reaction was performed to analyze the genotypes and the carrying rates of aac(3)-I. aac(6)-I. ant(3)-I. aph(3)-Via. OXA-23. OXA-24. AmpC. TEM-1. metallo--lactamase gene (IMP). armA. rmtA. rmtB. parC. gyrA and adeB. Expression of adeB was determined using semi-quantitative reverse transcription-polymerase chain reaction (Semi-qRT-PCR). Among the 16 strains. 15 strains with drug resistance (93.8%) were obtained following in vitro induction. Notable increases (8- to 128-fold) were noted in the MIC and different genotypes were showed in RAPD of the strains before and after performing the drug resistant test. PCR data revealed significant differences (P<0.05) between the carrying rates of resistant genes before and after drug induction. with the exception of rmtA. OXA-24. TEM-1. and IMP. Significant increases were demonstrated in the comparative adeB grayscale in strains that underwent drug induction when compared with the sensitive strains (55.69 +/- 43.11% vs. 10.08 +/- 26.35%; P=0.001). Findings of the present study suggest that the active efflux pump. adeB. has an important role in multidrug resistance of the A. baumannii induced by antibacterial agents in vitro....,biochemistry,Medical,Polymerase chain reaction,Fungal Infection
95,We characterized 72 isolates with reduced susceptibility to carbapenems (50 Acinetobacter spp.. 13 Proteus mirabilis. five Escherichia coli. one Morganella morganii. one Enterobacter cloacae. one Providencia rettgeri. and one Pseudomonas aeruginosa) from a hospital in Sofia. Bulgaria. Different -lactamase genes were identified by polymerase chain reaction and sequencing. Bacterial strain typing was performed by enzymatic macrorestriction and pulsed-field gel electrophoresis (PFGE) typing as well as multilocus sequence typing for selected isolates. The majority of Acinetobacter baumannii (46/50) and one Acinetobacter pittii isolate harbored carbapenemase genes bla(OXA-23) or bla(OXA-72); two A. baumannii contained both genes. PFGE typing of all A. baumannii showed the presence of nine different clones belonging to eight sequence types ST350. ST208. ST436. ST437. ST449. ST231. ST502. and ST579. Molecular characterization of the remaining isolates confirmed the presence of one NDM-1-producing E. coli-ST101 clone (five isolates) and one P. mirabilis clone (13 isolates) with VIM-1 and CMY-99. Furthermore. NDM-1 was identified in P. rettgeri and M. morganii and VIM-2 in the P. aeruginosa isolate. The permanent introduction of OXA-23/72 carbapenemase-producing A. baumannii clones into the hospital and the repeated occurrence of one VIM-1-producing P. mirabilis and one NDM-1-producing E. coli-ST101 clone over a period of more than 1 year is of concern and requires intensified investigations....,biochemistry,Medical,Polymerase chain reaction,HIV/AIDS
96,Background Acotiamide is widely used to improve symptoms in patients with functional dyspepsia (FD) in multiple large-scale clinical studies. but there are few reports about the drug's mechanism of action. The aim of this study was to assess the effects of acotiamide on gastric accommodation and gastric emptying. gastrointestinal symptoms. and health-related quality of life (HR-QOL) in a placebo-controlled study. Methods We conducted a randomized. double-blind placebo-controlled study. Fifty Japanese FD patients were randomly assigned to either placebo (n = 25) or acotiamide 100 mg x 3/day for 2 weeks (n = 25). At baseline and at 2 weeks of treatment. we evaluated the patients' gastric motility using scintigraphy to determine the accommodation and emptying values. gastrointestinal symptom rating scale (GSRS). HR-QOL (SF-8). and anxiety and depression scale (HADS). Results Four patients failed to complete the medication regimen and were omitted from analysis; data from 24 placebo patients and 22 acotiamide patients were analyzed. Acotiamide significantly increased gastric accommodation compared to the placebo (p = 0.04 vs. p = 0.08; respectively). Acotiamide significantly accelerated gastric emptying (50 % half-emptying time) (p = 0.02 vs. p = 0.59). Acotiamide significantly improved the total GSRS scores compared to placebo (p = 0.0007 vs. p = 0.14). HR-QOL did not differ significantly between the two groups. but acotiamide significantly improved the HADS anxiety score compared to placebo (p = 0.04 vs. p = 0.20). Conclusions Our placebo-controlled study demonstrated that acotiamide significantly increased both gastric accommodation and gastric emptying in Japanese FD patients. Acotiamide also improved the patients' dyspeptic symptoms and anxiety score....,Psychology,Medical,Depression,Digestive Health
97,The objective of this study was to determine global gene expression in relation to Vestibular schwannomas (VS) growth rate and to identify signal transduction pathways and functional molecular networks associated with growth. Repeated magnetic resonance imaging (MRI) prior to surgery determined tumor growth rate. Following tissue sampling during surgery. mRNA was extracted from 16 sporadic VS. Double stranded cDNA was synthesized from the mRNA and used as template for in vitro transcription reaction to synthesize biotin-labeled antisense cRNA. which was hybridized to Affymetrix HG-U133A arrays and analyzed by dChip software. Differential gene expression was defined as a 1.5-fold difference between fast and slow growing tumors (>< 0.5 ccm/year). employing a p-value < 0.01. Deregulated transcripts were matched against established gene ontology. Ingenuity Pathway Analysis was used for identification of signal transduction pathways and functional molecular networks associated with tumor growth. In total 109 genes were deregulated in relation to tumor growth rate. Genes associated with apoptosis. growth and cell proliferation were deregulated. Gene ontology included regulation of the cell cycle. cell differentiation and proliferation. among other functions. Fourteen pathways were associated with tumor growth. Five functional molecular networks were generated. This first study on global gene expression in relation to vestibular schwannoma growth rate identified several genes. signal transduction pathways and functional networks associated with tumor progression. Specific genes involved in apoptosis. cell growth and proliferation were deregulated in fast growing tumors. Fourteen pathways were associated with tumor growth. Generated functional networks underlined the importance of the PI3K family. among others....,biochemistry,Medical,Molecular biology,Cancer
98,This work presents a method to determine mechanical transfer functions from forces. acting on the stator teeth of an electrical machine. to surface velocities at sound radiating surfaces. The method allows an efficient analysis of drive trains in their target application and real environment. The determined transfer functions are used in a transient acoustic model for the simulation of electrical drive trains. The proposed model takes care of the nonlinear power electronics. the digital control and sensors. as well as of tolerance afflicted geometries of electrical machines and real and in tolerance deviating material properties. The model is validated by means of vibration measurements. The benefits of a closed simulation in time domain are declared. Exemplary applications of the proposed model are discussed and the potential of the acoustic evaluation during the design process of an electrical machine is illustrated....,ECE,ECE,Digital control,Electric motor
99,Conversion of mechanical forces. vibrations and sound which have energy in the range of milli- to tens of watts (also referred to as "small kinetic energies" in this paper) into electricity has received global attention owing to the potential in powering electronic devices. However. most of the small kinetic energy generators can only generate electric power below 1 mu W/cm(3). As a result. an energy storage device is required to accumulate the energy generated until it reaches a sufficient level. Herein. we report the exceptionally-high acoustoelectric conversion ability of randomly-orientated electrospun poly(vinylidenefluoride-co-trifluoroethylene) nanofiber nonwoven webs. The optimized device under sound is able to generate peak voltage and current of 14.5 V and 28.5 mu A with a volume power density output of 306.5 mu W/cm(3) (5.9 mW/cm(3) based on nanofiber web thickness). Without accumulation in any energy storage unit. the electricity generated by the nanofiber device is sufficient to light up tens of commercial LEDs. run electrochemical reactions and protect metals from corrosion. Such a novel acoustoelectric generator may offer an effective solution to recycling noise pollution into usable electricity....,ECE,ECE,Electricity,Electrical generator
